age,sexe,revenu_mensuel,nbr_visites_30j,temps_depuis_derniere_commande,type_client,commande_30j
65,F,3442.8660448304636,10,1.9658274433662148,occasionnel,1
64,F,2093.452899004916,5,23.678340864952975,occasionnel,0
40,M,1407.5330279967297,3,57.02804765593504,occasionnel,0
32,F,1797.86368132737,7,10.251336959601824,premium,0
54,F,1578.8556045194584,2,46.790223592378965,fidèle,0
38,F,2225.95796263755,6,52.2825654094069,premium,1
31,M,739.3379732958832,6,13.25890821674594,occasionnel,0
19,M,1604.5760895338085,6,41.295863013447786,premium,1
28,F,3418.637288308104,5,51.964414169045796,occasionnel,0
68,M,3400.4475446727433,0,28.282914320485673,premium,1
56,F,3021.686312081285,6,18.474881627086173,premium,0
55,F,6253.811387619803,4,43.44091902671082,occasionnel,0
51,F,3516.6634064758787,6,171.44038320891258,fidèle,0
55,F,6118.109004724263,3,25.04667726368398,fidèle,0
67,F,9987.514403272702,6,22.371515775217418,premium,0
51,F,4647.0451652183,3,28.085363739822267,occasionnel,0
35,F,743.0556041009827,5,3.5675816318695115,occasionnel,0
47,M,3110.7615655871236,2,36.25029135027322,premium,0
32,M,2783.070471672195,4,17.934086516452272,fidèle,0
44,M,7010.762267299598,7,5.825282707253982,occasionnel,0
68,M,2290.221527484221,6,28.252815491122128,fidèle,0
51,M,1242.728756916748,7,0.15253763429272144,occasionnel,1
69,M,1684.4265240010927,6,23.12124604645044,fidèle,1
74,M,772.0339288293385,2,5.028904204025411,occasionnel,0
55,F,8955.261031139069,0,1.1066687357721725,occasionnel,0
50,F,2536.6202982462196,4,78.29883267942442,occasionnel,0
41,F,848.2728408794363,5,111.59571686474163,occasionnel,0
32,F,7431.321357892869,2,10.475242829799015,fidèle,1
47,M,8267.838519913843,3,34.87519973289395,fidèle,1
72,M,,6,14.655248444536934,occasionnel,0
59,F,702.0747633395875,9,30.61727355417716,occasionnel,1
68,F,1719.0374513831503,6,25.821945797696326,fidèle,0
34,M,2100.0345233264256,4,14.103524900827885,occasionnel,0
22,F,2602.5697481012276,2,54.237851900098256,fidèle,0
46,F,957.247687056221,6,6.085655978102733,fidèle,1
21,F,4911.825508905078,7,2.4539869918432067,premium,1
27,F,237.55314807087564,2,65.6828950261212,fidèle,0
73,M,5465.366383024399,6,49.338216926172734,occasionnel,0
34,F,6260.298838603837,8,31.05916942291779,fidèle,1
27,F,1863.5680045615857,4,28.382251473639876,premium,0
34,M,2377.756330854223,6,30.95924829197954,occasionnel,0
37,M,6788.144466650056,6,25.853328706394453,premium,0
41,F,,1,22.457208006506715,fidèle,0
22,M,1918.6989236981922,7,31.163785996787578,occasionnel,0
51,F,2109.006086393279,6,33.834075920957886,occasionnel,0
23,F,3627.0894685284416,5,52.98022729024438,fidèle,0
70,M,8431.6731325303,3,55.892055017531625,occasionnel,0
19,F,2161.8383062306125,7,21.339856340986323,occasionnel,1
30,F,1870.9607033361326,4,24.01432675930663,occasionnel,0
60,F,2588.5999260245735,2,21.056457169732692,occasionnel,0
60,F,2600.460698352977,7,34.60617353051396,occasionnel,0
65,M,3179.043501015949,5,27.177885320137346,fidèle,1
28,M,2383.7172891517102,8,99.16258989791109,occasionnel,0
68,F,5687.612177730957,7,53.63624980222676,premium,0
64,M,1157.4964784937208,5,103.01572778782194,occasionnel,0
74,F,3439.9776823146003,4,55.57062978117739,occasionnel,0
40,F,3538.3092243095934,3,159.30849352865127,occasionnel,0
72,F,1254.1979710161902,9,45.44453412096221,occasionnel,0
33,F,3415.179788185355,4,149.03179249573188,occasionnel,1
48,F,3605.405523154264,8,7.747967483126357,fidèle,0
28,M,113.02354929763399,4,2.4257153902553306,fidèle,1
71,F,,2,38.943892869561225,occasionnel,0
33,M,7168.038505634379,2,184.6792445903491,occasionnel,0
25,M,1534.1451902830586,5,24.327305636915366,occasionnel,0
21,F,846.1778992781011,8,10.724049846090773,fidèle,1
57,F,366.0364445597727,5,33.17335627612815,fidèle,0
21,F,966.7704519095229,6,47.087797539677226,occasionnel,1
73,F,2305.0076879311805,3,17.036880485332723,occasionnel,0
42,F,786.3504235751113,5,56.45057209069347,premium,0
20,M,4058.727930371568,8,166.20616159083454,occasionnel,0
49,F,1233.7147367787682,4,102.27007409353286,fidèle,1
20,F,3196.9805708898775,5,15.512657673178039,occasionnel,0
44,M,6494.018730755012,1,17.80197564500539,fidèle,1
46,M,6225.18017685131,5,20.901818020873677,premium,1
49,F,3156.724903489934,6,22.580454814433825,premium,0
67,M,906.1342428346406,3,4.757201000485592,fidèle,0
68,F,2431.263822482838,6,64.58978152703128,occasionnel,0
36,M,3233.2983920333636,5,20.459911332015622,occasionnel,0
38,M,11199.327269838488,5,95.34440098106496,occasionnel,0
22,F,361.53867146838985,6,117.74172539399545,premium,1
35,M,2438.008436892239,6,1.1130617482490972,fidèle,0
45,M,3956.8633017988413,7,200.95538532881872,occasionnel,0
59,M,2745.9942663111383,6,55.707873460075646,occasionnel,0
39,M,2978.4272706689576,5,33.065399097196035,fidèle,0
38,M,1302.228476403225,6,22.2084994056036,premium,0
23,M,4853.039095806025,6,32.889901816809434,fidèle,0
18,F,2601.38141298809,5,17.66190501558989,occasionnel,0
22,F,2970.35612303376,10,43.86070592203577,occasionnel,1
58,M,5210.845746234545,4,4.391598742968573,occasionnel,0
29,F,1967.0431393743334,8,43.67441775449432,premium,0
43,F,5998.478841808927,6,14.492672669282879,premium,1
63,F,,4,0.8006478859498173,premium,0
51,M,3097.876283650044,5,36.20423968505809,fidèle,1
66,F,1230.1226578260164,4,38.8715202479805,fidèle,1
31,M,951.5104843193047,6,25.025295227834256,fidèle,0
43,F,8367.44008497035,2,3.37644153097198,fidèle,1
62,M,800.9108319553552,2,100.7161541308107,fidèle,0
44,M,2640.5364095840555,9,42.53778101966685,occasionnel,0
26,F,738.5798474968096,1,5.533827622688975,fidèle,0
43,F,5750.693846029638,3,32.18628732430304,occasionnel,0
74,M,1808.5265327973834,4,30.945187577133925,occasionnel,0
64,F,5192.1031593389735,3,2.803635680548038,fidèle,1
74,F,3861.8440969373346,2,42.011493413866575,premium,0
39,F,10140.42629524948,6,74.33826065854633,fidèle,0
64,M,590.09877314358,2,62.20504930520519,occasionnel,0
73,M,1049.1061163483528,7,10.208800112522766,premium,0
47,F,5001.4247413525045,10,89.21806304020605,fidèle,1
60,F,3209.073132484359,1,18.871859127016503,occasionnel,0
65,F,2084.8603039783043,2,131.7703608419169,fidèle,0
34,M,8940.942884317456,4,3.350339675814749,occasionnel,0
43,M,2501.322506359967,4,29.967214714394686,occasionnel,0
53,F,1273.496653703381,8,40.91073268063861,premium,0
18,F,5235.108935905124,6,12.80491958999752,occasionnel,0
25,F,2566.474426019753,2,66.40626905371927,occasionnel,0
66,F,2721.933492428047,6,44.365374884227535,occasionnel,0
52,F,4096.046981846102,8,0.822393904711077,occasionnel,0
69,F,4209.52735818243,8,42.18453737652702,occasionnel,0
32,M,1035.6773853893712,2,30.431126740770868,occasionnel,0
64,F,1989.1207325917642,5,9.818654894528752,occasionnel,0
73,M,672.4929141316093,4,245.71886492566145,occasionnel,0
39,F,3244.2755099565466,3,102.35710075369653,occasionnel,0
31,F,8269.894757453689,8,15.571283665052697,occasionnel,0
43,M,1077.013382255533,3,35.04868165816005,fidèle,0
45,M,544.4682443752314,7,17.12392891359553,fidèle,0
40,M,1463.962523028919,2,67.22372917389815,occasionnel,1
31,M,2070.321579152307,1,119.88027186144079,fidèle,0
41,F,4235.751266578176,5,20.0006313251965,premium,1
19,M,1899.1161805441589,4,73.69903652914131,premium,1
62,F,3287.2737211474564,4,31.048529718758168,occasionnel,0
43,M,1655.8852586518992,4,22.73127403844583,fidèle,0
31,F,2162.8605475753875,3,125.4351695958715,occasionnel,0
73,F,1235.4103216537803,0,32.137925600784854,occasionnel,0
68,F,903.7086132960458,2,28.35019443994411,occasionnel,0
24,F,4343.122125392513,3,50.22301250755994,occasionnel,0
20,F,1754.615178020091,4,13.624844597552137,fidèle,0
64,F,3463.998995141364,2,17.673109969029213,fidèle,1
40,M,1217.759251664674,6,121.00148385393923,fidèle,0
63,F,2513.92682250481,5,51.06827571546575,occasionnel,0
60,M,245.36709988585747,1,78.85658111639742,occasionnel,0
64,M,1865.5926799300578,8,14.230569027592704,occasionnel,0
62,F,1338.5242085065188,6,35.316110946730355,occasionnel,0
35,M,5594.049187508546,1,159.93981201740564,premium,0
55,F,769.6186622364315,9,17.269121886436444,fidèle,1
52,M,2234.7136356860333,3,7.871435180705055,premium,1
68,F,3214.891580669113,9,32.18218670963911,fidèle,1
32,M,5070.3764121132435,4,22.08288152284179,occasionnel,0
42,F,,3,7.823259875400462,occasionnel,0
72,F,2376.8117138784924,7,98.73862315729811,occasionnel,0
54,F,2643.7920552314204,5,210.6141847594855,occasionnel,0
45,F,5590.645330254357,6,37.83052080487037,fidèle,0
27,M,2341.359966400253,3,67.05986952023491,occasionnel,0
56,F,,7,88.16703975352728,occasionnel,1
74,M,5715.774386608574,5,54.32631870929486,fidèle,0
34,M,11061.147799594111,8,2.0322274744275393,premium,1
56,M,3048.5869630504053,7,7.719342971812886,occasionnel,1
39,F,3681.6110176329603,3,3.313570738834977,fidèle,1
43,M,4503.434988335697,5,0.4467930207688508,occasionnel,0
61,M,5678.818373666633,9,16.437516470429987,fidèle,0
42,M,5157.4711570513255,5,22.417471340267568,occasionnel,0
34,F,1548.2224197677187,6,12.410670392635543,occasionnel,0
30,F,3200.9889835948416,4,3.0053701256489997,fidèle,0
37,M,5181.9993602726945,6,33.962909877194704,occasionnel,0
42,F,6499.931418113417,6,14.367065741568261,fidèle,0
21,F,2237.8984113661154,5,71.54178450345175,premium,0
27,M,3144.254757004261,6,0.3638348593865878,occasionnel,0
20,M,3414.400052482534,4,83.18257153537238,fidèle,1
58,F,2577.169556730073,4,139.30352616665365,fidèle,0
62,M,3084.6100881652733,7,56.66655277920341,occasionnel,1
35,F,15506.897315881863,7,59.53147938640976,fidèle,1
64,F,2164.8301912296574,5,122.0170854229761,fidèle,0
53,F,2299.681315542167,3,10.554634609039065,fidèle,0
64,F,480.40669932677594,3,234.6750139531751,premium,1
39,F,390.95399022327496,3,66.82173075949937,fidèle,0
51,F,3590.9121218010846,2,58.35204998586645,premium,0
64,M,5196.492681631982,6,20.159666361836578,fidèle,1
25,M,,3,35.51256363413384,occasionnel,0
57,F,1214.7136212246494,3,47.7485516700849,occasionnel,0
66,F,4372.015870326813,11,43.58190150780728,occasionnel,1
61,F,2271.0081002670936,4,54.93275329683209,fidèle,1
36,M,1848.8452844423202,10,3.868821567998889,fidèle,1
59,F,692.7146369978449,8,19.777985553661726,occasionnel,0
58,M,1355.7023914735098,3,25.61225535448135,occasionnel,1
54,F,3651.4161596298172,7,13.588013570176122,occasionnel,1
23,F,3176.098775538639,5,8.52749930200817,occasionnel,0
69,M,2839.7727293747225,3,6.730944766104709,fidèle,0
43,M,209.90263931570485,5,20.53400521991372,fidèle,1
51,F,2861.7901844828707,6,30.605213671891367,premium,1
73,F,1528.3552019260183,5,2.927108391277433,occasionnel,0
62,F,3193.0021309053327,5,131.72807938506804,fidèle,0
23,M,5795.550495536662,2,65.21425729562853,fidèle,1
54,M,1728.594250884871,6,59.06218599408365,premium,0
74,M,2705.704425492024,5,8.540187588521984,fidèle,0
50,M,8905.954003612038,4,41.66271374243724,occasionnel,1
70,M,3076.4843893251436,7,33.94968911532858,occasionnel,1
39,M,2457.104642911503,5,181.96990830192257,fidèle,0
38,F,1232.9747682430302,6,61.9661042687549,fidèle,1
23,F,4457.182570281431,6,38.58571738695384,premium,1
23,M,1046.9506389801084,6,85.61486208279085,occasionnel,0
72,F,5969.109968006358,3,7.5838599448813255,premium,0
65,F,4020.7444103833914,5,0.6900070082852201,occasionnel,0
21,M,1574.8598156281803,4,52.737117900707396,premium,0
47,F,1270.842245911222,8,4.65687531661369,premium,1
28,M,1298.5472622601872,3,5.519598423291948,fidèle,1
47,M,399.62112702294763,2,61.435820868821494,fidèle,0
48,F,3528.8259622283667,1,14.194965445460761,occasionnel,0
41,M,249.881412475778,7,44.57518568897873,occasionnel,0
72,M,2337.0033145222556,3,112.2223253837712,occasionnel,0
26,M,,2,17.122111282200702,occasionnel,1
72,M,1919.2202133829123,4,11.01630193070032,fidèle,1
20,M,3511.377244705503,6,5.0705696689377415,occasionnel,1
68,M,,2,6.290714632985776,premium,0
48,M,,7,2.8909247975720804,occasionnel,1
57,M,5968.314715830834,4,4.1275456782264826,fidèle,0
54,F,3815.567279515845,10,25.453887263233906,fidèle,0
53,F,1783.3880735004298,8,17.412093705832643,occasionnel,0
41,F,2515.290981757039,6,55.173818925445175,occasionnel,0
48,M,1920.982592128949,7,91.89366606159679,occasionnel,0
23,M,2195.0782890424516,3,69.12283219797332,fidèle,1
19,F,2933.619374599072,4,34.037071629349086,fidèle,0
37,F,659.9166321582811,8,4.8634949812987625,occasionnel,0
45,F,505.16874622287236,5,55.66824938883575,fidèle,0
28,M,1139.0362046539456,4,20.28225517071251,occasionnel,0
21,F,3632.340663702373,4,4.029402576432426,fidèle,0
32,F,3994.9427248030943,5,83.16524501640531,occasionnel,0
23,M,4421.739340675798,5,18.57675787978488,fidèle,1
71,F,1181.1544139357077,4,11.079845514715846,premium,1
66,M,2693.9477176667974,3,92.31540328001596,fidèle,0
47,M,1829.5379771643247,6,104.58696324184122,occasionnel,0
73,M,2267.9728407320263,8,18.6280794394917,occasionnel,0
55,F,1802.8063889946845,5,19.718870961944084,fidèle,0
68,F,3058.587279316515,5,38.997742521238834,occasionnel,0
74,M,1413.9052291305202,3,59.49726858229241,occasionnel,0
19,F,5524.709913788194,5,2.9354059371595067,fidèle,1
32,F,5558.200861844518,5,40.49040675483975,occasionnel,1
28,F,3551.6969978165166,10,137.42039315396414,occasionnel,0
25,F,5090.9761142483285,4,13.677241249237166,premium,1
43,M,632.8573834906314,4,107.77494719779753,occasionnel,0
68,F,5744.182784464686,9,134.95971461814122,occasionnel,1
62,M,3309.8855794411993,5,14.109840922055062,fidèle,1
61,M,1489.087952444524,4,63.14601028276875,premium,0
22,F,1362.0114245890659,2,12.277184046703557,occasionnel,0
23,M,7088.660408036212,4,60.206749195763294,fidèle,0
43,F,4471.290793301052,4,71.847912014816,fidèle,1
71,F,2220.7370909150904,5,12.778347033045021,occasionnel,0
21,M,625.0037731700668,2,56.624480672009874,occasionnel,0
36,M,5943.392528900767,8,75.23412878688148,occasionnel,0
37,M,910.4957733607789,3,19.983107339527727,fidèle,0
50,M,1856.8967994467812,5,8.260454770160546,fidèle,0
37,F,2218.307003343061,4,4.3412345263864704,occasionnel,0
66,F,1343.7491785294965,5,38.54540878900608,fidèle,0
29,F,2140.3959011170828,7,171.95322464333927,fidèle,1
64,M,2486.3822451432047,6,77.90962085776697,occasionnel,0
18,M,2105.286264023611,7,25.75875328953458,fidèle,0
43,M,3171.208707725188,3,34.614439901387506,occasionnel,1
31,F,,8,14.753185521893348,premium,1
55,M,658.5793137786188,3,8.0104457774333,fidèle,1
54,F,2818.1170178741,6,29.607152630477387,fidèle,0
28,M,920.1969943708455,6,28.02112362657836,fidèle,0
53,F,591.9640426805481,6,33.20991067389301,fidèle,0
30,F,4827.860168677714,3,137.40563442998578,premium,0
60,M,3000.719782894174,1,41.673451909485166,fidèle,0
20,M,551.5795228085277,6,41.88714490925365,premium,0
50,F,2138.841786531142,5,6.1647413963780755,fidèle,0
23,F,1141.8702859845912,2,254.33173202036923,occasionnel,0
67,M,2199.0069861894963,4,66.69550933370863,premium,1
73,M,4096.051902713125,10,94.37514730540936,fidèle,0
27,F,3806.347627981361,3,24.072672106344825,fidèle,0
22,M,1813.4887459967504,11,31.383560497383034,premium,0
40,F,4984.529005647011,2,33.22439526774501,occasionnel,0
27,F,6285.705306779106,3,9.710497699155539,occasionnel,1
61,M,4143.850233146139,3,52.629140473010494,occasionnel,0
19,M,1570.3134467760542,2,104.97619649513551,fidèle,0
30,M,2256.5024890764944,3,8.044867602811921,fidèle,0
57,M,7111.954293219581,6,4.062284487683358,premium,1
19,M,1926.80913420666,6,60.311098880538225,occasionnel,0
37,F,3814.895789821477,7,14.359790819329625,fidèle,1
18,F,1327.4551584905294,3,44.001027971804156,premium,0
54,M,5008.617928471682,5,53.54698286514692,fidèle,0
26,M,1194.7822566257473,2,17.481437215495234,occasionnel,1
34,M,2334.4759172746435,5,75.96816152513922,fidèle,0
26,F,3719.2378173918037,4,35.93174455470939,premium,1
28,M,8089.521592575921,1,91.464904635269,premium,0
32,M,2959.854515938539,3,64.84205357824312,fidèle,0
41,F,2025.0772390563893,3,91.31956836297744,premium,1
55,F,1903.529544814615,8,0.9165328428844803,occasionnel,0
72,M,4858.824143589422,10,12.557745977162991,occasionnel,1
52,M,3506.7981259707017,4,4.244373237333544,premium,1
47,M,4038.92329690732,5,26.259529679735394,occasionnel,1
48,F,,6,99.31106016532297,occasionnel,1
66,M,2618.1705268008905,3,28.361159736658333,occasionnel,0
22,M,3329.875752918637,11,85.28439493252888,fidèle,1
61,M,1882.5313807246673,5,17.832367145389313,fidèle,0
67,F,1282.5149580688526,5,18.668891303693137,occasionnel,0
31,F,1512.9981686788199,3,101.66215963288174,premium,0
70,M,140.26344803237356,7,24.966331798856277,premium,1
73,M,3692.3261259964474,2,70.17892409477999,occasionnel,0
28,F,3424.229158565632,5,12.151358322434787,occasionnel,0
26,F,3636.5153008024236,4,133.741437826918,fidèle,1
51,F,1207.444718800818,6,38.46034084580785,fidèle,0
29,F,1535.731152453802,4,64.09358351129522,occasionnel,0
52,F,1493.1191170932757,5,4.2200380354854445,occasionnel,0
52,F,5346.345324947598,3,30.53619981588825,occasionnel,0
18,F,,5,104.0860966714097,occasionnel,0
57,F,2596.705988164551,6,94.31482635894007,occasionnel,0
39,F,4303.9662254423865,3,2.157532936566233,fidèle,1
46,M,1497.4614155308213,7,16.28876153053535,fidèle,1
25,M,3271.157204537599,4,26.35941249311723,fidèle,0
28,M,8785.443973958423,2,8.50778999337177,occasionnel,0
58,F,5924.7211213876135,12,58.919717898478176,fidèle,0
54,M,3235.2564606792694,4,9.178585493897092,occasionnel,0
31,F,2671.6756616234393,2,19.153193946755614,occasionnel,0
47,F,3614.05452527061,7,48.98274506454939,fidèle,0
52,M,6480.504300533139,1,29.607863911919534,fidèle,0
38,F,6175.741491112622,0,60.37167107891612,occasionnel,0
54,M,7212.874793504148,3,146.2292411784627,fidèle,1
22,M,3000.451411810989,10,5.576257469939025,premium,1
36,M,247.17580496564915,2,55.63731747519874,fidèle,0
31,F,8380.78527268267,9,11.781531873680057,fidèle,0
43,M,1279.9773189803914,3,24.08622068240431,premium,0
21,F,4254.807601809537,6,1.5036675640758714,fidèle,1
42,M,254.28840078362296,5,6.573389377622392,fidèle,0
62,M,2555.513777699523,3,17.34007582481027,occasionnel,0
59,M,1929.6272596173067,8,18.833794892047887,occasionnel,0
42,F,7223.7262041272415,4,103.43006262768267,fidèle,0
35,F,3265.4437036318227,5,60.93318595404294,fidèle,1
57,F,2535.0520782042895,4,161.19480558328573,occasionnel,0
25,M,3531.4777146113884,4,41.128748891609575,premium,0
56,M,68.6738710270298,3,12.451243611937839,occasionnel,1
57,F,1467.8566887565848,5,17.864267483082468,fidèle,0
31,F,1668.6579527005904,3,17.34395492884686,occasionnel,0
49,F,3937.9152358736246,7,17.786648744522306,occasionnel,1
68,F,1036.5500450113125,2,50.29584982817454,fidèle,0
55,F,2904.816550871491,7,34.05343767227869,occasionnel,1
50,F,2349.991301814952,4,21.907033632373263,occasionnel,0
40,M,1537.8650492213253,3,7.265188896323606,fidèle,0
32,F,1625.5248303995272,3,1.0074560610988252,fidèle,0
50,M,2333.2626559005366,8,11.113581200314568,fidèle,1
42,M,355.29795506272916,10,5.116352646167963,premium,0
34,F,4345.125955537615,5,69.26351881597064,occasionnel,0
50,F,1271.8873939142654,8,5.370500546119646,fidèle,0
64,M,2029.8926395451829,1,57.96817659620903,fidèle,0
72,F,7048.998861805788,6,21.9242081445952,premium,1
19,F,4397.2294141758475,2,3.4294492877989735,premium,1
31,M,867.7326181225047,4,75.38418527259009,fidèle,0
70,M,47.5603051143462,4,38.99796118410127,fidèle,0
57,M,3640.624310344896,8,12.09939221647859,occasionnel,1
57,F,2095.107735999499,7,101.28433925499579,occasionnel,1
68,M,2917.8464000555723,4,2.0841507367917917,fidèle,0
56,F,4295.733929262777,7,10.143929348498864,fidèle,0
68,M,4775.2563571732335,5,62.75320990857457,fidèle,0
23,M,1779.2379171440296,7,55.607921346512846,fidèle,1
23,M,2303.3358727824893,3,15.365927304742288,occasionnel,0
20,F,3341.5992179420755,4,2.8814332452043114,fidèle,1
24,F,3501.4332525303375,8,87.86151796408879,occasionnel,0
68,M,2896.6106503705287,7,16.939664438927775,occasionnel,0
25,M,6535.06895753427,2,9.800983089983667,occasionnel,0
59,M,3473.3022857769315,2,32.660915065862866,premium,1
69,F,4251.498119788083,6,108.47129565986961,occasionnel,1
32,M,3080.73237853519,8,2.003543433554787,fidèle,0
64,F,1029.3487368145607,4,65.32187774711743,occasionnel,0
46,M,1463.79276934416,6,38.23822655376267,occasionnel,1
50,M,831.8206933521067,8,24.937497704010926,premium,1
69,M,5146.863380210656,6,61.33014534015274,fidèle,0
47,M,548.1332389879246,4,151.93098247548878,occasionnel,0
56,M,2229.7612246339886,6,11.715048024633969,occasionnel,0
44,M,1860.6941110401344,6,6.978286394091304,premium,1
53,F,1820.855698797372,4,109.82199748311842,occasionnel,0
46,M,1953.6442431187652,4,49.74728191669544,fidèle,0
55,F,7363.2786805801725,5,25.930285052950108,occasionnel,0
74,M,324.6860529474819,9,38.32107045686557,occasionnel,0
50,M,5995.64636543554,5,61.60059484747484,occasionnel,0
54,F,2090.2819441842885,6,66.73256074384567,fidèle,1
44,M,4561.353898101816,9,113.59830503676949,fidèle,0
72,F,2657.740917167536,3,25.04678557362599,occasionnel,0
50,F,918.952227347685,10,15.628769295282133,fidèle,1
21,M,6383.058556821893,7,45.932359044398254,premium,1
39,F,5734.403618287597,6,24.182481544760666,premium,0
19,F,986.8012927194915,5,40.62947540976628,occasionnel,0
27,M,3839.555036128807,5,24.51162106442968,occasionnel,0
22,F,1522.8282517404716,9,7.472232447143474,premium,0
27,M,574.8643443396872,7,28.52087653354675,occasionnel,1
50,M,1274.751862225213,7,52.8366640064177,occasionnel,0
71,M,6135.170703257092,5,72.26385062174941,premium,1
55,M,4638.7184810131475,2,30.59496119392529,occasionnel,0
30,F,1972.394889426738,5,8.127382193015684,occasionnel,0
48,M,6154.60588366104,4,24.102438503739876,occasionnel,0
64,M,5440.742963942229,7,69.44191683008668,fidèle,1
53,F,1276.564098241341,3,23.96208350140913,occasionnel,0
62,M,7169.8981090260395,3,53.661381086635785,premium,0
41,M,1845.5329920041931,6,31.845583363216708,fidèle,0
69,F,2058.852051876537,3,12.422138277646539,fidèle,0
73,F,335.54721445109175,5,71.56680038377311,occasionnel,0
32,F,1498.2598744234588,3,3.9587386466162773,occasionnel,1
46,F,2243.4142001693094,8,33.48942830760376,fidèle,0
25,F,3144.3991303559174,3,10.544380368324331,occasionnel,0
22,F,922.0371417169994,7,3.123918991130945,premium,1
46,F,1329.4486011665408,5,31.45645522553816,occasionnel,0
64,M,7274.2469122202465,6,31.152234402942998,fidèle,1
21,F,5198.365456442472,4,55.226002842522675,occasionnel,0
29,F,5860.407256120281,6,61.448154170836766,fidèle,1
62,F,2393.266540213754,7,58.553411430374666,occasionnel,0
19,M,3213.220660697881,10,23.709830009279802,occasionnel,0
44,M,3900.1791226637556,7,44.94733768887337,premium,0
48,F,7204.029118572932,6,38.71141462347799,fidèle,1
68,F,561.3873648247594,4,24.634057058712653,fidèle,0
68,F,1629.7577405448312,6,40.92059850728804,fidèle,1
53,M,3001.8692220486437,2,132.3968064939932,fidèle,0
53,M,2670.4879976512716,2,9.643497798557272,occasionnel,0
43,F,1314.6043763954901,3,106.29175131817334,occasionnel,0
60,M,3664.536214250853,9,2.472178900105675,fidèle,0
44,F,1684.7761146339353,4,16.592936759390494,occasionnel,0
22,M,2524.9249393014165,7,15.294662515802468,fidèle,1
37,M,3549.0520294932207,8,44.30142821994166,occasionnel,0
28,F,1752.0955167205645,6,6.330197251449496,occasionnel,0
27,F,4373.822898406255,3,96.30093893220733,occasionnel,0
57,F,4937.877410694242,6,79.35623168067666,fidèle,0
55,F,1359.191902029993,3,47.50838793553437,fidèle,1
23,M,1674.7290258047458,7,27.596389341140483,occasionnel,1
25,M,1056.8670264115815,6,121.60830542808478,occasionnel,0
40,M,2482.0558820703613,2,79.93611050583121,premium,0
64,F,3142.829890443712,1,31.1300286259974,occasionnel,0
43,M,1893.0661930597737,2,54.46066039670949,fidèle,0
63,F,3078.686842342916,5,37.65851058629025,premium,0
60,M,1637.8796712561425,4,39.89662836177183,premium,0
29,F,1682.770606053631,5,18.08709519812097,premium,0
43,F,3262.7323098926336,8,27.90242949841787,occasionnel,0
30,M,1776.8848841609667,4,3.660379549908577,premium,0
57,F,2379.744244656799,6,19.896884576264814,fidèle,1
35,F,3347.457790187462,3,53.55736390862083,fidèle,0
42,M,3045.8812321501487,4,137.79966001137984,occasionnel,1
50,F,1657.436424004658,8,148.43572410204226,premium,1
64,F,5283.80294290849,5,36.50880341810282,fidèle,1
57,F,3777.2261307949657,7,41.9843221846758,fidèle,0
60,M,3002.1471084718596,2,9.245360145282717,occasionnel,1
29,M,927.3365362320244,5,53.480439154421994,occasionnel,0
61,F,2720.217867494342,10,3.2975695383172456,premium,0
53,M,1472.7084874400812,4,15.076495467158738,fidèle,1
65,F,3583.990065980021,5,49.667189801151565,occasionnel,0
21,F,45.44675446042111,3,16.718096179620492,fidèle,0
22,F,2035.7288199223326,3,2.3009455005210113,occasionnel,1
73,F,,8,80.23591008104073,occasionnel,0
54,F,4385.1504816708875,3,16.719393015382444,occasionnel,0
25,M,351.3604406076626,7,2.933293625651521,occasionnel,0
59,F,2589.1326536099664,8,3.497965035324926,occasionnel,0
66,M,3744.5737734510294,4,13.051345116367704,occasionnel,0
45,M,8094.36959883784,5,8.821542808212984,occasionnel,1
48,F,1678.3015906672906,6,66.98471026511727,fidèle,0
26,F,3182.417955608808,1,17.466394127577953,premium,1
71,M,381.20668192003285,2,73.49385867097892,fidèle,0
68,M,2489.2479886855335,3,8.593833578678062,occasionnel,0
46,M,5547.06391098849,4,30.55526996103983,occasionnel,1
31,F,8146.059393698095,4,52.41920022244461,fidèle,1
57,M,3404.014354948046,4,47.49869329012613,premium,1
58,F,525.0210833261488,3,41.36032126643826,occasionnel,1
39,F,6151.03901797808,5,116.45511070573453,occasionnel,0
28,F,530.408306612614,5,11.675304160702016,fidèle,0
40,M,840.9409765098573,2,30.629872427371296,fidèle,0
18,F,6502.343671942331,6,96.93453898909333,occasionnel,0
63,F,2351.54639498818,3,3.649267816462192,fidèle,0
54,F,1522.8316452539325,4,2.5879841972646074,fidèle,1
38,F,4111.765679675537,3,11.95482024286651,premium,1
43,F,2831.8426721882806,6,45.1103063176722,occasionnel,0
63,M,5214.086454019249,4,13.542409757386643,premium,1
53,F,2930.550677643701,1,9.495775261257172,occasionnel,0
71,F,2980.7375102905726,9,27.628679739964497,fidèle,0
40,M,5088.972057240596,7,42.789473039137256,fidèle,0
74,F,2326.5838561069822,5,12.85923878317387,occasionnel,1
18,M,1144.7995684243206,4,16.094827860933652,fidèle,0
71,F,4278.080055968966,2,42.7849588520383,occasionnel,0
72,M,1976.504642412294,4,131.12725004023594,occasionnel,0
68,M,3106.689584013374,5,50.541107734858485,occasionnel,1
57,F,284.77990836299807,4,68.73373297549503,fidèle,0
32,F,2252.749352514048,6,20.564320209581176,occasionnel,0
38,F,1616.7639360458122,3,14.301165896860645,premium,0
